09:02:36.700,35=D;11=LIT-1568;54=1;38=2400;44=94.4;100=L;,35=D;11=DRK-1568;54=1;38=200;44=94.5;100=D;
09:02:36.800,35=D;11=LIT-1569;54=2;38=2700;44=94.3;100=L;,35=D;11=DRK-1569;54=2;38=500;44=94.3;100=D;
09:02:36.900,35=D;11=LIT-1570;54=1;38=1300;44=94.6;100=L;,35=D;11=DRK-1570;54=1;38=1100;44=94.4;100=D;
09:02:37.000,35=D;11=LIT-1571;54=2;38=2000;44=94.4;100=L;,35=D;11=DRK-1571;54=2;38=1300;44=94.4;100=D;
09:02:37.100,35=D;11=LIT-1572;54=1;38=2700;44=94.2;100=L;,35=D;11=DRK-1572;54=1;38=1300;44=94.1;100=D;
09:02:37.200,35=D;11=LIT-1573;54=2;38=2100;44=94.0;100=L;,35=D;11=DRK-1573;54=2;38=1000;44=94.1;100=D;
09:02:37.300,35=D;11=LIT-1574;54=1;38=2800;44=94.3;100=L;,35=D;11=DRK-1574;54=1;38=800;44=94.3;100=D;
09:02:37.400,35=D;11=LIT-1575;54=2;38=2900;44=94.5;100=L;,35=D;11=DRK-1575;54=2;38=1200;44=94.5;100=D;
09:02:37.500,35=D;11=LIT-1576;54=1;38=300;44=94.2;100=L;,35=D;11=DRK-1576;54=1;38=1200;44=94.2;100=D;
09:02:37.600,35=D;11=LIT-1577;54=2;38=1700;44=94.2;100=L;,35=D;11=DRK-1577;54=2;38=700;44=94.4;100=D;
09:02:37.700,35=D;11=LIT-1578;54=1;38=2600;44=94.2;100=L;,35=D;11=DRK-1578;54=1;38=100;44=94.3;100=D;
09:02:37.800,35=D;11=LIT-1579;54=2;38=1300;44=94.3;100=L;,35=D;11=DRK-1579;54=2;38=1100;44=94.2;100=D;
09:02:37.900,35=D;11=LIT-1580;54=1;38=1000;44=94.2;100=L;,35=D;11=DRK-1580;54=1;38=500;44=94.2;100=D;
09:02:38.000,35=D;11=LIT-1581;54=2;38=400;44=94.3;100=L;,35=D;11=DRK-1581;54=2;38=500;44=94.3;100=D;
09:02:38.100,35=D;11=LIT-1582;54=1;38=3000;44=94.1;100=L;,35=D;11=DRK-1582;54=1;38=600;44=94.2;100=D;
09:02:38.200,35=D;11=LIT-1583;54=2;38=2000;44=94.4;100=L;,35=D;11=DRK-1583;54=2;38=1200;44=94.4;100=D;
09:02:38.300,35=D;11=LIT-1584;54=1;38=400;44=94.1;100=L;,35=D;11=DRK-1584;54=1;38=400;44=94.3;100=D;
09:02:38.400,35=D;11=LIT-1585;54=2;38=1800;44=94.3;100=L;,35=D;11=DRK-1585;54=2;38=800;44=94.2;100=D;
09:02:38.500,35=D;11=LIT-1586;54=1;38=1600;44=94.1;100=L;,35=D;11=DRK-1586;54=1;38=800;44=94.0;100=D;
09:02:38.600,35=D;11=LIT-1587;54=2;38=3000;44=93.9;100=L;,35=D;11=DRK-1587;54=2;38=1000;44=93.9;100=D;
09:02:38.700,35=D;11=LIT-1588;54=1;38=900;44=94.0;100=L;,35=D;11=DRK-1588;54=1;38=1300;44=94.0;100=D;
09:02:38.800,35=D;11=LIT-1589;54=2;38=900;44=94.0;100=L;,35=D;11=DRK-1589;54=2;38=400;44=93.8;100=D;
09:02:38.900,35=D;11=LIT-1590;54=1;38=500;44=94.0;100=L;,35=D;11=DRK-1590;54=1;38=400;44=93.8;100=D;
09:02:39.000,35=D;11=LIT-1591;54=2;38=800;44=93.6;100=L;,35=D;11=DRK-1591;54=2;38=700;44=93.7;100=D;
09:02:39.100,35=D;11=LIT-1592;54=1;38=200;44=94.0;100=L;,35=D;11=DRK-1592;54=1;38=500;44=93.9;100=D;
09:02:39.200,35=D;11=LIT-1593;54=2;38=2600;44=93.7;100=L;,35=D;11=DRK-1593;54=2;38=1500;44=93.8;100=D;
09:02:39.300,35=D;11=LIT-1594;54=1;38=300;44=93.7;100=L;,35=D;11=DRK-1594;54=1;38=700;44=93.7;100=D;
09:02:39.400,35=D;11=LIT-1595;54=2;38=2200;44=93.9;100=L;,35=D;11=DRK-1595;54=2;38=600;44=93.9;100=D;
09:02:39.500,35=D;11=LIT-1596;54=1;38=3000;44=94.0;100=L;,35=D;11=DRK-1596;54=1;38=1300;44=93.9;100=D;
09:02:39.600,35=D;11=LIT-1597;54=2;38=1100;44=93.7;100=L;,35=D;11=DRK-1597;54=2;38=600;44=93.8;100=D;
09:02:39.700,35=D;11=LIT-1598;54=1;38=1700;44=93.7;100=L;,35=D;11=DRK-1598;54=1;38=1100;44=93.7;100=D;
09:02:39.800,35=D;11=LIT-1599;54=2;38=2500;44=93.6;100=L;,35=D;11=DRK-1599;54=2;38=400;44=93.6;100=D;
09:02:39.900,35=D;11=LIT-1600;54=1;38=800;44=93.8;100=L;,35=D;11=DRK-1600;54=1;38=400;44=93.9;100=D;
09:02:40.000,35=D;11=LIT-1601;54=2;38=900;44=93.8;100=L;,35=D;11=DRK-1601;54=2;38=300;44=93.7;100=D;
09:02:40.100,35=D;11=LIT-1602;54=1;38=500;44=93.9;100=L;,35=D;11=DRK-1602;54=1;38=900;44=94.1;100=D;
09:02:40.200,35=D;11=LIT-1603;54=2;38=2400;44=94.0;100=L;,35=D;11=DRK-1603;54=2;38=600;44=93.9;100=D;
09:02:40.300,35=D;11=LIT-1604;54=1;38=1700;44=94.0;100=L;,35=D;11=DRK-1604;54=1;38=800;44=94.0;100=D;
09:02:40.400,35=D;11=LIT-1605;54=2;38=2900;44=94.1;100=L;,35=D;11=DRK-1605;54=2;38=1400;44=94.0;100=D;,35=D;11=SOR-11;54=1;38=11000;44=94;100=SOR;
09:02:40.500,35=D;11=LIT-1606;54=1;38=2200;44=94.2;100=L;,35=D;11=DRK-1606;54=1;38=1500;44=94.3;100=D;
09:02:40.600,35=D;11=LIT-1607;54=2;38=2400;44=94.4;100=L;,35=D;11=DRK-1607;54=2;38=500;44=94.4;100=D;
09:02:40.700,35=D;11=LIT-1608;54=1;38=2600;44=94.6;100=L;,35=D;11=DRK-1608;54=1;38=800;44=94.6;100=D;
09:02:40.800,35=D;11=LIT-1609;54=2;38=200;44=94.5;100=L;,35=D;11=DRK-1609;54=2;38=100;44=94.6;100=D;
09:02:40.900,35=D;11=LIT-1610;54=1;38=2600;44=94.7;100=L;,35=D;11=DRK-1610;54=1;38=500;44=94.8;100=D;
09:02:41.000,35=D;11=LIT-1611;54=2;38=900;44=94.8;100=L;,35=D;11=DRK-1611;54=2;38=1100;44=94.7;100=D;
09:02:41.100,35=D;11=LIT-1612;54=1;38=600;44=94.8;100=L;,35=D;11=DRK-1612;54=1;38=500;44=94.8;100=D;
09:02:41.200,35=D;11=LIT-1613;54=2;38=2000;44=94.8;100=L;,35=D;11=DRK-1613;54=2;38=1500;44=94.8;100=D;
09:02:41.300,35=D;11=LIT-1614;54=1;38=2900;44=94.7;100=L;,35=D;11=DRK-1614;54=1;38=1400;44=94.9;100=D;
09:02:41.400,35=D;11=LIT-1615;54=2;38=2400;44=94.9;100=L;,35=D;11=DRK-1615;54=2;38=1400;44=94.7;100=D;
09:02:41.500,35=D;11=LIT-1616;54=1;38=1600;44=94.8;100=L;,35=D;11=DRK-1616;54=1;38=300;44=94.7;100=D;
09:02:41.600,35=D;11=LIT-1617;54=2;38=1000;44=94.7;100=L;,35=D;11=DRK-1617;54=2;38=700;44=94.6;100=D;
09:02:41.700,35=D;11=LIT-1618;54=1;38=2800;44=94.5;100=L;,35=D;11=DRK-1618;54=1;38=900;44=94.7;100=D;
09:02:41.800,35=D;11=LIT-1619;54=2;38=700;44=94.6;100=L;,35=D;11=DRK-1619;54=2;38=200;44=94.6;100=D;
09:02:41.900,35=D;11=LIT-1620;54=1;38=1000;44=94.3;100=L;,35=D;11=DRK-1620;54=1;38=1000;44=94.3;100=D;
09:02:42.000,35=D;11=LIT-1621;54=2;38=1800;44=94.1;100=L;,35=D;11=DRK-1621;54=2;38=700;44=94.2;100=D;
09:02:42.100,35=D;11=LIT-1622;54=1;38=800;44=94.2;100=L;,35=D;11=DRK-1622;54=1;38=700;44=94.4;100=D;
09:02:42.200,35=D;11=LIT-1623;54=2;38=3000;44=94.4;100=L;,35=D;11=DRK-1623;54=2;38=300;44=94.4;100=D;
09:02:42.300,35=D;11=LIT-1624;54=1;38=1800;44=94.4;100=L;,35=D;11=DRK-1624;54=1;38=1500;44=94.3;100=D;
09:02:42.400,35=D;11=LIT-1625;54=2;38=500;44=94.5;100=L;,35=D;11=DRK-1625;54=2;38=1500;44=94.6;100=D;
09:02:42.500,35=D;11=LIT-1626;54=1;38=2800;44=94.3;100=L;,35=D;11=DRK-1626;54=1;38=200;44=94.2;100=D;
09:02:42.600,35=D;11=LIT-1627;54=2;38=1100;44=94.0;100=L;,35=D;11=DRK-1627;54=2;38=100;44=94.1;100=D;
09:02:42.700,35=D;11=LIT-1628;54=1;38=500;44=94.1;100=L;,35=D;11=DRK-1628;54=1;38=1300;44=94.2;100=D;
09:02:42.800,35=D;11=LIT-1629;54=2;38=2000;44=94.3;100=L;,35=D;11=DRK-1629;54=2;38=100;44=94.4;100=D;
09:02:42.900,35=D;11=LIT-1630;54=1;38=2700;44=94.5;100=L;,35=D;11=DRK-1630;54=1;38=1300;44=94.4;100=D;
09:02:43.000,35=D;11=LIT-1631;54=2;38=2900;44=94.2;100=L;,35=D;11=DRK-1631;54=2;38=1000;44=94.3;100=D;
09:02:43.100,35=D;11=LIT-1632;54=1;38=2800;44=94.2;100=L;,35=D;11=DRK-1632;54=1;38=1300;44=94.1;100=D;
09:02:43.200,35=D;11=LIT-1633;54=2;38=2300;44=94.4;100=L;,35=D;11=DRK-1633;54=2;38=100;44=94.3;100=D;
09:02:43.300,35=D;11=LIT-1634;54=1;38=1800;44=94.3;100=L;,35=D;11=DRK-1634;54=1;38=300;44=94.2;100=D;
09:02:43.400,35=D;11=LIT-1635;54=2;38=2900;44=94.4;100=L;,35=D;11=DRK-1635;54=2;38=700;44=94.4;100=D;
09:02:43.500,35=D;11=LIT-1636;54=1;38=1800;44=94.5;100=L;,35=D;11=DRK-1636;54=1;38=900;44=94.4;100=D;
09:02:43.600,35=D;11=LIT-1637;54=2;38=1900;44=94.6;100=L;,35=D;11=DRK-1637;54=2;38=100;44=94.6;100=D;
09:02:43.700,35=D;11=LIT-1638;54=1;38=1500;44=94.6;100=L;,35=D;11=DRK-1638;54=1;38=300;44=94.7;100=D;
09:02:43.800,35=D;11=LIT-1639;54=2;38=800;44=94.7;100=L;,35=D;11=DRK-1639;54=2;38=100;44=94.7;100=D;
09:02:43.900,35=D;11=LIT-1640;54=1;38=800;44=94.8;100=L;,35=D;11=DRK-1640;54=1;38=1100;44=94.8;100=D;
09:02:44.000,35=D;11=LIT-1641;54=2;38=2000;44=94.8;100=L;,35=D;11=DRK-1641;54=2;38=300;44=94.8;100=D;
09:02:44.100,35=D;11=LIT-1642;54=1;38=1500;44=94.9;100=L;,35=D;11=DRK-1642;54=1;38=600;44=94.8;100=D;
09:02:44.200,35=D;11=LIT-1643;54=2;38=2800;44=94.5;100=L;,35=D;11=DRK-1643;54=2;38=1400;44=94.7;100=D;
09:02:44.300,35=D;11=LIT-1644;54=1;38=2600;44=94.8;100=L;,35=D;11=DRK-1644;54=1;38=1500;44=94.7;100=D;
09:02:44.400,35=D;11=LIT-1645;54=2;38=2200;44=94.7;100=L;,35=D;11=DRK-1645;54=2;38=1500;44=94.7;100=D;
09:02:44.500,35=D;11=LIT-1646;54=1;38=2200;44=94.6;100=L;,35=D;11=DRK-1646;54=1;38=700;44=94.7;100=D;
09:02:44.600,35=D;11=LIT-1647;54=2;38=1900;44=94.8;100=L;,35=D;11=DRK-1647;54=2;38=900;44=94.8;100=D;
09:02:44.700,35=D;11=LIT-1648;54=1;38=700;44=94.9;100=L;,35=D;11=DRK-1648;54=1;38=200;44=94.8;100=D;
09:02:44.800,35=D;11=LIT-1649;54=2;38=3000;44=94.9;100=L;,35=D;11=DRK-1649;54=2;38=400;44=94.9;100=D;
09:02:44.900,35=D;11=LIT-1650;54=1;38=1300;44=94.9;100=L;,35=D;11=DRK-1650;54=1;38=1500;44=94.9;100=D;
09:02:45.000,35=D;11=LIT-1651;54=2;38=1000;44=94.8;100=L;,35=D;11=DRK-1651;54=2;38=200;44=95.0;100=D;
09:02:45.100,35=D;11=LIT-1652;54=1;38=500;44=95.0;100=L;,35=D;11=DRK-1652;54=1;38=500;44=95.0;100=D;
09:02:45.200,35=D;11=LIT-1653;54=2;38=1500;44=95.3;100=L;,35=D;11=DRK-1653;54=2;38=500;44=95.1;100=D;
09:02:45.300,35=D;11=LIT-1654;54=1;38=400;44=95.0;100=L;,35=D;11=DRK-1654;54=1;38=500;44=95.0;100=D;
09:02:45.400,35=D;11=LIT-1655;54=2;38=1500;44=95.1;100=L;,35=D;11=DRK-1655;54=2;38=1000;44=95.1;100=D;
09:02:45.500,35=D;11=LIT-1656;54=1;38=900;44=95.2;100=L;,35=D;11=DRK-1656;54=1;38=1400;44=95.2;100=D;
09:02:45.600,35=D;11=LIT-1657;54=2;38=2600;44=95.0;100=L;,35=D;11=DRK-1657;54=2;38=1500;44=95.0;100=D;
09:02:45.700,35=D;11=LIT-1658;54=1;38=700;44=95.1;100=L;,35=D;11=DRK-1658;54=1;38=100;44=95.0;100=D;
09:02:45.800,35=D;11=LIT-1659;54=2;38=1700;44=95.4;100=L;,35=D;11=DRK-1659;54=2;38=1200;44=95.3;100=D;
09:02:45.900,35=D;11=LIT-1660;54=1;38=3000;44=95.5;100=L;,35=D;11=DRK-1660;54=1;38=800;44=95.6;100=D;
09:02:46.000,35=D;11=LIT-1661;54=2;38=1400;44=95.5;100=L;,35=D;11=DRK-1661;54=2;38=1200;44=95.6;100=D;
09:02:46.100,35=D;11=LIT-1662;54=1;38=2900;44=95.6;100=L;,35=D;11=DRK-1662;54=1;38=900;44=95.6;100=D;
09:02:46.200,35=D;11=LIT-1663;54=2;38=2100;44=95.3;100=L;,35=D;11=DRK-1663;54=2;38=800;44=95.2;100=D;
09:02:46.300,35=D;11=LIT-1664;54=1;38=800;44=95.4;100=L;,35=D;11=DRK-1664;54=1;38=1300;44=95.4;100=D;
09:02:46.400,35=D;11=LIT-1665;54=2;38=2400;44=95.2;100=L;,35=D;11=DRK-1665;54=2;38=300;44=95.4;100=D;
09:02:46.500,35=D;11=LIT-1666;54=1;38=2600;44=95.4;100=L;,35=D;11=DRK-1666;54=1;38=500;44=95.6;100=D;
09:02:46.600,35=D;11=LIT-1667;54=2;38=2600;44=95.7;100=L;,35=D;11=DRK-1667;54=2;38=400;44=95.5;100=D;
09:02:46.700,35=D;11=LIT-1668;54=1;38=1400;44=95.6;100=L;,35=D;11=DRK-1668;54=1;38=1000;44=95.6;100=D;
09:02:46.800,35=D;11=LIT-1669;54=2;38=400;44=95.3;100=L;,35=D;11=DRK-1669;54=2;38=200;44=95.4;100=D;
09:02:46.900,35=D;11=LIT-1670;54=1;38=3000;44=95.7;100=L;,35=D;11=DRK-1670;54=1;38=900;44=95.7;100=D;
09:02:47.000,35=D;11=LIT-1671;54=2;38=800;44=95.8;100=L;,35=D;11=DRK-1671;54=2;38=1400;44=95.6;100=D;
09:02:47.100,35=D;11=LIT-1672;54=1;38=2500;44=95.5;100=L;,35=D;11=DRK-1672;54=1;38=1100;44=95.5;100=D;
09:02:47.200,35=D;11=LIT-1673;54=2;38=2100;44=95.7;100=L;,35=D;11=DRK-1673;54=2;38=1500;44=95.7;100=D;
09:02:47.300,35=D;11=LIT-1674;54=1;38=1300;44=95.9;100=L;,35=D;11=DRK-1674;54=1;38=1500;44=95.8;100=D;
09:02:47.400,35=D;11=LIT-1675;54=2;38=700;44=95.9;100=L;,35=D;11=DRK-1675;54=2;38=1200;44=95.7;100=D;
09:02:47.500,35=D;11=LIT-1676;54=1;38=1600;44=95.6;100=L;,35=D;11=DRK-1676;54=1;38=800;44=95.7;100=D;
09:02:47.600,35=D;11=LIT-1677;54=2;38=2600;44=95.6;100=L;,35=D;11=DRK-1677;54=2;38=700;44=95.6;100=D;
09:02:47.700,35=D;11=LIT-1678;54=1;38=300;44=95.8;100=L;,35=D;11=DRK-1678;54=1;38=200;44=95.7;100=D;
09:02:47.800,35=D;11=LIT-1679;54=2;38=500;44=95.6;100=L;,35=D;11=DRK-1679;54=2;38=1000;44=95.8;100=D;
09:02:47.900,35=D;11=LIT-1680;54=1;38=1800;44=95.8;100=L;,35=D;11=DRK-1680;54=1;38=1400;44=95.9;100=D;
09:02:48.000,35=D;11=LIT-1681;54=2;38=600;44=95.7;100=L;,35=D;11=DRK-1681;54=2;38=700;44=95.7;100=D;
09:02:48.100,35=D;11=LIT-1682;54=1;38=1400;44=96.0;100=L;,35=D;11=DRK-1682;54=1;38=1200;44=95.9;100=D;
09:02:48.200,35=D;11=LIT-1683;54=2;38=1600;44=95.9;100=L;,35=D;11=DRK-1683;54=2;38=700;44=95.7;100=D;
09:02:48.300,35=D;11=LIT-1684;54=1;38=200;44=95.9;100=L;,35=D;11=DRK-1684;54=1;38=1500;44=96.0;100=D;
09:02:48.400,35=D;11=LIT-1685;54=2;38=2800;44=96.0;100=L;,35=D;11=DRK-1685;54=2;38=900;44=95.9;100=D;
09:02:48.500,35=D;11=LIT-1686;54=1;38=1500;44=95.9;100=L;,35=D;11=DRK-1686;54=1;38=500;44=95.9;100=D;
09:02:48.600,35=D;11=LIT-1687;54=2;38=2900;44=95.8;100=L;,35=D;11=DRK-1687;54=2;38=600;44=95.8;100=D;
09:02:48.700,35=D;11=LIT-1688;54=1;38=1200;44=95.6;100=L;,35=D;11=DRK-1688;54=1;38=600;44=95.6;100=D;
09:02:48.800,35=D;11=LIT-1689;54=2;38=1900;44=95.5;100=L;,35=D;11=DRK-1689;54=2;38=100;44=95.5;100=D;
09:02:48.900,35=D;11=LIT-1690;54=1;38=2400;44=95.6;100=L;,35=D;11=DRK-1690;54=1;38=1100;44=95.5;100=D;
09:02:49.000,35=D;11=LIT-1691;54=2;38=1300;44=95.8;100=L;,35=D;11=DRK-1691;54=2;38=100;44=95.6;100=D;
09:02:49.100,35=D;11=LIT-1692;54=1;38=1000;44=95.8;100=L;,35=D;11=DRK-1692;54=1;38=200;44=95.8;100=D;
09:02:49.200,35=D;11=LIT-1693;54=2;38=1600;44=95.7;100=L;,35=D;11=DRK-1693;54=2;38=1100;44=95.5;100=D;
09:02:49.300,35=D;11=LIT-1694;54=1;38=500;44=95.7;100=L;,35=D;11=DRK-1694;54=1;38=900;44=95.7;100=D;
09:02:49.400,35=D;11=LIT-1695;54=2;38=700;44=95.7;100=L;,35=D;11=DRK-1695;54=2;38=1000;44=95.7;100=D;
09:02:49.500,35=D;11=LIT-1696;54=1;38=1000;44=95.7;100=L;,35=D;11=DRK-1696;54=1;38=1100;44=95.7;100=D;
09:02:49.600,35=D;11=LIT-1697;54=2;38=2000;44=95.6;100=L;,35=D;11=DRK-1697;54=2;38=1400;44=95.7;100=D;
09:02:49.700,35=D;11=LIT-1698;54=1;38=400;44=95.7;100=L;,35=D;11=DRK-1698;54=1;38=1100;44=95.6;100=D;
09:02:49.800,35=D;11=LIT-1699;54=2;38=1800;44=95.6;100=L;,35=D;11=DRK-1699;54=2;38=600;44=95.7;100=D;
09:02:49.900,35=D;11=LIT-1700;54=1;38=1100;44=95.8;100=L;,35=D;11=DRK-1700;54=1;38=500;44=95.9;100=D;
09:02:50.000,35=D;11=LIT-1701;54=2;38=2200;44=95.7;100=L;,35=D;11=DRK-1701;54=2;38=300;44=95.8;100=D;
09:02:50.100,35=D;11=LIT-1702;54=1;38=2700;44=95.9;100=L;,35=D;11=DRK-1702;54=1;38=1300;44=95.9;100=D;
09:02:50.200,35=D;11=LIT-1703;54=2;38=800;44=96.0;100=L;,35=D;11=DRK-1703;54=2;38=700;44=95.8;100=D;
09:02:50.300,35=D;11=LIT-1704;54=1;38=800;44=96.0;100=L;,35=D;11=DRK-1704;54=1;38=800;44=95.9;100=D;
09:02:50.400,35=D;11=LIT-1705;54=2;38=1900;44=96.0;100=L;,35=D;11=DRK-1705;54=2;38=1200;44=96.0;100=D;
09:02:50.500,35=D;11=LIT-1706;54=1;38=2500;44=96.1;100=L;,35=D;11=DRK-1706;54=1;38=1100;44=96.1;100=D;
09:02:50.600,35=D;11=LIT-1707;54=2;38=700;44=96.1;100=L;,35=D;11=DRK-1707;54=2;38=300;44=96.3;100=D;
09:02:50.700,35=D;11=LIT-1708;54=1;38=1000;44=96.4;100=L;,35=D;11=DRK-1708;54=1;38=300;44=96.4;100=D;
09:02:50.800,35=D;11=LIT-1709;54=2;38=800;44=96.5;100=L;,35=D;11=DRK-1709;54=2;38=1400;44=96.4;100=D;
09:02:50.900,35=D;11=LIT-1710;54=1;38=1600;44=96.6;100=L;,35=D;11=DRK-1710;54=1;38=500;44=96.6;100=D;
09:02:51.000,35=D;11=LIT-1711;54=2;38=2000;44=96.8;100=L;,35=D;11=DRK-1711;54=2;38=1200;44=96.8;100=D;
09:02:51.100,35=D;11=LIT-1712;54=1;38=1500;44=96.7;100=L;,35=D;11=DRK-1712;54=1;38=600;44=96.8;100=D;
09:02:51.200,35=D;11=LIT-1713;54=2;38=2100;44=96.8;100=L;,35=D;11=DRK-1713;54=2;38=800;44=96.6;100=D;
09:02:51.300,35=D;11=LIT-1714;54=1;38=600;44=96.9;100=L;,35=D;11=DRK-1714;54=1;38=700;44=96.8;100=D;
09:02:51.400,35=D;11=LIT-1715;54=2;38=2200;44=97.1;100=L;,35=D;11=DRK-1715;54=2;38=900;44=97.1;100=D;
09:02:51.500,35=D;11=LIT-1716;54=1;38=1600;44=97.0;100=L;,35=D;11=DRK-1716;54=1;38=900;44=96.9;100=D;
09:02:51.600,35=D;11=LIT-1717;54=2;38=1800;44=97.1;100=L;,35=D;11=DRK-1717;54=2;38=800;44=97.1;100=D;
09:02:51.700,35=D;11=LIT-1718;54=1;38=700;44=97.0;100=L;,35=D;11=DRK-1718;54=1;38=1000;44=97.0;100=D;
09:02:51.800,35=D;11=LIT-1719;54=2;38=300;44=97.2;100=L;,35=D;11=DRK-1719;54=2;38=500;44=97.2;100=D;
09:02:51.900,35=D;11=LIT-1720;54=1;38=1100;44=97.3;100=L;,35=D;11=DRK-1720;54=1;38=1100;44=97.3;100=D;
09:02:52.000,35=D;11=LIT-1721;54=2;38=2000;44=97.3;100=L;,35=D;11=DRK-1721;54=2;38=900;44=97.2;100=D;
09:02:52.100,35=D;11=LIT-1722;54=1;38=700;44=97.2;100=L;,35=D;11=DRK-1722;54=1;38=500;44=97.4;100=D;
09:02:52.200,35=D;11=LIT-1723;54=2;38=1700;44=97.4;100=L;,35=D;11=DRK-1723;54=2;38=1400;44=97.3;100=D;
09:02:52.300,35=D;11=LIT-1724;54=1;38=800;44=97.0;100=L;,35=D;11=DRK-1724;54=1;38=1100;44=97.0;100=D;
09:02:52.400,35=D;11=LIT-1725;54=2;38=2100;44=97.2;100=L;,35=D;11=DRK-1725;54=2;38=200;44=97.1;100=D;
09:02:52.500,35=D;11=LIT-1726;54=1;38=2800;44=97.0;100=L;,35=D;11=DRK-1726;54=1;38=1300;44=97.0;100=D;
09:02:52.600,35=D;11=LIT-1727;54=2;38=1800;44=97.3;100=L;,35=D;11=DRK-1727;54=2;38=1000;44=97.1;100=D;
09:02:52.700,35=D;11=LIT-1728;54=1;38=2400;44=97.5;100=L;,35=D;11=DRK-1728;54=1;38=500;44=97.5;100=D;
09:02:52.800,35=D;11=LIT-1729;54=2;38=2600;44=97.3;100=L;,35=D;11=DRK-1729;54=2;38=900;44=97.4;100=D;
09:02:52.900,35=D;11=LIT-1730;54=1;38=1000;44=97.2;100=L;,35=D;11=DRK-1730;54=1;38=800;44=97.4;100=D;
09:02:53.000,35=D;11=LIT-1731;54=2;38=300;44=97.2;100=L;,35=D;11=DRK-1731;54=2;38=800;44=97.0;100=D;
09:02:53.100,35=D;11=LIT-1732;54=1;38=300;44=97.2;100=L;,35=D;11=DRK-1732;54=1;38=200;44=97.3;100=D;
09:02:53.200,35=D;11=LIT-1733;54=2;38=800;44=97.4;100=L;,35=D;11=DRK-1733;54=2;38=600;44=97.5;100=D;
09:02:53.300,35=D;11=LIT-1734;54=1;38=2200;44=97.4;100=L;,35=D;11=DRK-1734;54=1;38=1100;44=97.4;100=D;
09:02:53.400,35=D;11=LIT-1735;54=2;38=900;44=97.3;100=L;,35=D;11=DRK-1735;54=2;38=400;44=97.3;100=D;
09:02:53.500,35=D;11=LIT-1736;54=1;38=600;44=97.1;100=L;,35=D;11=DRK-1736;54=1;38=600;44=97.0;100=D;
09:02:53.600,35=D;11=LIT-1737;54=2;38=200;44=97.3;100=L;,35=D;11=DRK-1737;54=2;38=600;44=97.3;100=D;
09:02:53.700,35=D;11=LIT-1738;54=1;38=1700;44=97.0;100=L;,35=D;11=DRK-1738;54=1;38=600;44=97.1;100=D;
09:02:53.800,35=D;11=LIT-1739;54=2;38=1100;44=97.3;100=L;,35=D;11=DRK-1739;54=2;38=300;44=97.2;100=D;
09:02:53.900,35=D;11=LIT-1740;54=1;38=400;44=97.2;100=L;,35=D;11=DRK-1740;54=1;38=1400;44=97.4;100=D;
09:02:54.000,35=D;11=LIT-1741;54=2;38=1900;44=97.6;100=L;,35=D;11=DRK-1741;54=2;38=900;44=97.4;100=D;
09:02:54.100,35=D;11=LIT-1742;54=1;38=2400;44=97.4;100=L;,35=D;11=DRK-1742;54=1;38=300;44=97.4;100=D;
09:02:54.200,35=D;11=LIT-1743;54=2;38=3000;44=97.2;100=L;,35=D;11=DRK-1743;54=2;38=1000;44=97.4;100=D;
09:02:54.300,35=D;11=LIT-1744;54=1;38=2300;44=97.1;100=L;,35=D;11=DRK-1744;54=1;38=900;44=97.2;100=D;
09:02:54.400,35=D;11=LIT-1745;54=2;38=1200;44=97.1;100=L;,35=D;11=DRK-1745;54=2;38=900;44=96.9;100=D;
09:02:54.500,35=D;11=LIT-1746;54=1;38=2700;44=97.1;100=L;,35=D;11=DRK-1746;54=1;38=100;44=97.1;100=D;
09:02:54.600,35=D;11=LIT-1747;54=2;38=1100;44=96.9;100=L;,35=D;11=DRK-1747;54=2;38=800;44=97.1;100=D;
09:02:54.700,35=D;11=LIT-1748;54=1;38=1500;44=97.1;100=L;,35=D;11=DRK-1748;54=1;38=1200;44=97.0;100=D;
09:02:54.800,35=D;11=LIT-1749;54=2;38=900;44=96.7;100=L;,35=D;11=DRK-1749;54=2;38=100;44=96.7;100=D;
09:02:54.900,35=D;11=LIT-1750;54=1;38=500;44=96.7;100=L;,35=D;11=DRK-1750;54=1;38=200;44=96.6;100=D;
09:02:55.000,35=D;11=LIT-1751;54=2;38=1600;44=96.7;100=L;,35=D;11=DRK-1751;54=2;38=800;44=96.9;100=D;
09:02:55.100,35=D;11=LIT-1752;54=1;38=1200;44=97.0;100=L;,35=D;11=DRK-1752;54=1;38=1300;44=97.0;100=D;
09:02:55.200,35=D;11=LIT-1753;54=2;38=1000;44=96.9;100=L;,35=D;11=DRK-1753;54=2;38=400;44=96.9;100=D;
09:02:55.300,35=D;11=LIT-1754;54=1;38=1100;44=96.6;100=L;,35=D;11=DRK-1754;54=1;38=1300;44=96.6;100=D;
09:02:55.400,35=D;11=LIT-1755;54=2;38=1200;44=96.5;100=L;,35=D;11=DRK-1755;54=2;38=1300;44=96.6;100=D;
09:02:55.500,35=D;11=LIT-1756;54=1;38=1100;44=96.4;100=L;,35=D;11=DRK-1756;54=1;38=1000;44=96.4;100=D;
09:02:55.600,35=D;11=LIT-1757;54=2;38=400;44=96.5;100=L;,35=D;11=DRK-1757;54=2;38=100;44=96.5;100=D;
09:02:55.700,35=D;11=LIT-1758;54=1;38=1300;44=96.2;100=L;,35=D;11=DRK-1758;54=1;38=1400;44=96.4;100=D;
